userName,score,at,content
Gaudencio De deus,5,5/16/2021 3:14,𝑑𝑎𝑟𝑖 𝑝𝑒𝑛𝑔𝑎𝑙𝑎𝑚𝑎𝑛 𝑠𝑦𝑎 𝑑𝑖 𝒕𝒊𝒌𝒕𝒐𝒌 𝑚𝑒𝑛𝑢𝑟𝑢𝑡 𝑠𝑎𝑦𝑎 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖 𝒕𝒊𝒌𝒕𝒐𝒌 𝑖𝑛𝑖 𝑠𝑎𝑛𝑔𝑎𝑡 𝑏𝑎𝑔𝑢𝑠 𝑚𝑎𝑘𝑎𝑛𝑦𝑎 𝑠𝑦𝑎 𝑘𝑎𝑠𝑖 ★★★★★ 💪🤩
Alina,1,5/15/2021 23:44,"Knp skrng tik tok gajelas,masuk daftar ko suruh daftar lagi.trus nga bisa nyari akun yang ilang?!"
Melvin Dean,5,5/13/2021 15:54,"Aplikasi yang bernama tiktok ini bisa membuat aku atau anda menjadi tertawa, senang dan tertawa di saat aku sedih / anda, ayo download aplikasi yang bernama tiktok di play store atau pun di app store, 5 STARS"
Aris Wibowo,5,5/11/2021 7:07,"Mantapp game nya,, kayak PS 4,, tingkatkan lg kau Tencent.. adakan lg event free character lg 🤣"
Brali Septiandra,5,5/9/2021 0:37,Apk ini sangat bagus tapi apa betul apk ini bisa mendapat kan uang dan cara ambil nya bagaimana
Abdul Khadir Jailani,1,5/7/2021 17:24,"Kemarin gabisa wd, sekarang ga ada kado nya. Tiktok dan tiktok lite sama aja ajg"
Jomarjo Fernades,5,5/5/2021 0:32,Sangat menarik untuk di lihat Dan di tonton
Zulkifli Togomi,5,5/4/2021 8:08,Aplikasi ini sangat bagus buruan download sekarang bisa melihat lihat video dan bisa mencari teman
Diana dsk,5,5/4/2021 3:36,Aplikasi ini bagus sih cuma waktu ngedonloade nya lama
Khalimatus Sa'diyah,2,5/3/2021 5:10,kenapa gabisa donwload ya udah 55% berhenti gajalan lagii
mad wes,5,5/1/2021 9:39,Tik tok sangat bagus saya suka sampai pengilut 100 juta ayo yang lain download tik tok
Ayaq Kopang,1,4/29/2021 21:39,Kenapa klok setiap bikin tiktok pasti suara ini tdak tersedia 😡🤬
Nengsi Junengsi,3,4/28/2021 0:18,"Suka sih aplikasi y...tp masih bingung gimana cara guna,in smw aplikasi yg ad..."
miuwww,3,4/23/2021 21:34,"kak ini error ato knp , kok ku punya dua apl tiktok ga bisa si updte pun"
AYDHA HIDAYATI,5,4/22/2021 12:30,"Tik-tok'an membuat diri'ku tetap happy, menghibur diri meskipun kerja berat, menjadi ringan.....thanks for your tik-tok the best aplikasi"
Dullan Keken,5,4/22/2021 3:00,"Apl in sangat menhiburkan, kita semua,, dan begitu, mengenali,, judul judul yg, kita cari cari,,"
Rafi Freefire,1,4/20/2021 20:34,"Wow😯apk ini sangat bagus,kepada pihak Garena bisa di tingkatkan lagi,selebihnya bagus sih moonton,memang mantap lah Tencent 👍🏼"
Anang Anang07,4,4/20/2021 14:55,Bagus sih bagus aplikasi nya cuman dipenarikan ke saldo dana harus dana premium coba aja penarikan nya gak harus pake dana premium pasti lebih bagus. Saya ngomong gitu krna saya pelajar krna gak pinya ktp untuk jdi dana premium. Tolong dong penarikan nya jgn pake dana premium:(
Aizam Zam,5,4/14/2021 23:04,"Saya suka,sama aolikasi ini tapi MB nya kegedean. jadi hp saya memorinnya penuh tolong MB nya di kurangi"
Mr Bojes,1,4/13/2021 11:56,Kenapa yang saya gak bisa di simpan vedio nya lah saya buat gak bisa gimana nih benerinya kalau tidak gimana nih tapi Boong hanyuk papale papale pale pale
Anindya123 Triabsyah,5,4/11/2021 11:53,"aplikasi ini bagus. tapi sayang nya di handphone saya nggak bisa di unduh,kenapa ya😢😣"
Raisa Story,4,4/10/2021 4:57,"Dear tiktok. Saya suka sekali dengan aplikasinya, namun ada 1 yang kurang. Yaitu fitur menamai dan mengkategorikan vidio yang di save. Agar pengguna lebih mudah mensave vidio yang bermanfaat. Terima kasih. Saya harap ulasan saya dibaca dan fitur ini siap di luncurkan."
mis imat,5,4/7/2021 19:15,Sàya suka aplikasi tik tok soal nya bisa buat hiburan dari pada bt
Ainy Channel,5,4/7/2021 15:53,Aplikasi hiburan terbaik saat gabut. Aplikasi Terupdate kalo ada ada info berita dll. Pokoknya aku sukaaa 🥰🥰
Naljho Boavida,5,4/7/2021 10:11,Saya suka sekali dengan aplikasi ini bisa buat content creator
Eriman Halawa,1,4/3/2021 16:12,Kok aplikasi tiktok ini ada yang sama atau yang serupa. Mana yang aslinya ya
ICAL GAMING,5,4/3/2021 8:31,"Saya sangat suka aflikasi ini dan ini bisa membuat kita menjadi conten creator video yg bisa memberi kita pengalaman..... tapi syg nya video ini kalo kita setiap upload video jarang fyp itu pun fyp cuman 500 orang yg nonton yg intinya tolong kepada pihak tiktok tolong kontrol"" semuah konten creator indonesia termasuk saya di sini yah sekian terimah kasiiih"
Sushanty Anggoro,5,4/2/2021 6:07,Tik tok sangat menghibur. Kita bisa berexpresi apa aja.pokoknya tik tok top markotop👍👍👍
Tjen Lan Phen,4,4/2/2021 5:28,Hallo semua aplikasi ini bagus tapi... Aku tak bisa daftar tolong di perbaiki ya terimakasih
Wilson Fernandes,1,4/2/2021 0:49,Apk ini jelek sekali ngk seperti aplikasi lainya ngk bisa mengunakan musik dari hp kita sendiri
Harifdn.,5,4/1/2021 17:12,"Cukup baik,tapi kenapa saya tidak ada fitur tiktok coin? Padahal saya sudah cukup umur"
hariyanto ahmad,5,3/31/2021 22:07,Apk ini bagus sih tapi kalo kita kasih nama misal nya mau namanya salsa tapi kok harus salsa0173 harus ada nomor nya gitu jadi gak seru :( begitu aja ya tolong di perbaiki sekian dan bay
Andi official,1,3/31/2021 6:58,Sekarang kontenya beda dari yang dulu sekarang kontenya pada ngerindahin orang buat pamer buat sok2 beda lah tik tok dulu Ama sekarang jadi males punya aplikasi kaya gini mending unstal
Cindy Unyunyu,1,3/30/2021 18:48,Kenapa ini jadiin iklan sih saya lagi enak main ehhh!! Ada iklan
NIA WAWA,4,3/23/2021 23:29,"aplikasi sangat bagus,selalu menemaniku disaat aku sedih,tetaplah bekarya kawan menggunakan aplikasi ini😘😘"
Putri Zahra,3,3/23/2021 11:06,"Tolong dong jangan macet lagi,ga bisa bikin vt ga bisa edit profil juga kenapa sih"
Rina Roslina,5,3/21/2021 11:19,"Saya mau akun saya yg udah lama bisa kembali lagi soal nya saya udah coba berapa kali kata sandi salah terus, dan nomor telepon sama email-nya sudah tidak aktif, semoga bisa kembali lagi akunnya"
bagi2 no wa artis real,4,3/19/2021 7:27,"Aku kecewa dengan apk tik tok,duku gk ngelag,kok sekarang suka ngelag jadi untuk masuk tik tok jadi susah,tolong di perbaiki"
Kafka Bilal Aidan,5,3/16/2021 14:49,aplikasi ini sangat menghibur. Tetap maju kan program baru di tik tok..............
Sinta 11,5,3/12/2021 13:29,Saya merasa terhibur dengan ada ya tiktok mesti saya bukan artist atu pemain sinetron drama tv tpi batin sya terasa terhibur n puas walaw cman konten aja mengurangi rasa jenuh BT Lumayan lah terhibur🥰🥰🥰👍👍✌️✌️
Fitriyah Apriliani,5,3/12/2021 6:05,"Aplikasi tiktok sangat bagus , cuma kadang ada sedikit masalah kallo ada yang komentar trus di balas suka ga muncul balesannya"
Alya Suci99,5,3/9/2021 23:02,"Untuk sarana Hiburan di saat lelah melanda,"
Kang Es,2,3/6/2021 5:09,Kenapa dengan tiktok saya. Padahal saya dah hapus tapi di play store mendownload 1% tapi nggak jalan jalan downloadtan nya 👎
Sri sekar Novia,5,3/4/2021 9:56,Seneng aja gtu..buat hiburan saat selesai kerja
burt Said,2,3/3/2021 3:03,knp lama skli di downloadnya padahal sinyal saya bagus2 saja tuh... maaf sy ksih bintang 2
Wira Karnila,1,2/27/2021 5:40,"Saat mendowload nya sangat lama,tapiiii tak maslh karna itu jaringan saya yang bermasalah😔"
iskandar muda,1,2/26/2021 16:30,"Update terus Memori saya jadi penuh,, dan kenapa komentar saya tidak bisa di lihat oleh teman dan penguna lain.?? Tolong di jawab pihak develop"
Afi Ata,1,2/25/2021 14:12,"Tolong tiktok tambahkan fitur 18- 18+ ketika saat upload,agar tidak ada anak kecil yang melihat konten 18+"
Anisa Aulia Fujiyanti,5,2/24/2021 22:05,"Apk nya bagus cuman lebih difilter lagi untuk yg masuk fyp nya, sekarang jadi susah buat fyp,."
Roz Alh,5,2/21/2021 18:15,"Tapi kenapa ngk boleh mempercantik wajah tirus dan halus ya,cuma ada mempercantik auto"
Nona Maharani,5,2/19/2021 7:12,Aku waktu itu suka bgt dgn tiktok sampai sekarang tapi aku hapus tiktok nya kerena aku full memori baru aku liat tiktok tamba bagus jadi aku langsung donlowd emang seru de kalian harus donlowd bagus polll
Maria Syahputra,1,2/17/2021 17:13,Udah gk ada duit nya.. mending uninstall..!!!
la_ sellaWatanabe,1,2/14/2021 18:55,Sya beri bintang satu aj deh karna bikin tiktop susah bget.harus ngapus salah satu aplikasi
Toethy Alwasi,5,2/13/2021 17:45,"Bagus,bisa jadi hiburan tersendiri"
vris lind,5,2/10/2021 0:52,Saya suka dengan apk ini karena efek yg luarbiasa .dan makasih tik tok 😊
Nur Vina,5,2/9/2021 3:23,Aplikasi ini sangat bagus tpi knapa ketika ad yg hujat idol K-Pop ngk di klarifikasi??
Dhifa Khoeru Rosyad,1,2/8/2021 7:55,"Buat kalian semua yang pengen download aplikasi tiktok,jangan pake yang ini,ini beda server,coba liat gambar-gambar yang tertera tampilan nya beda sama yang tiktok Indonesia,saya mohon jangan download aplikasi yang ini,cari aplikasi tiktok yang keliatan nya itu tiktok Indonesia,kayak ini itu tiktok luar negeri,apa-apa yang sedang trend tidak ada disini,liat kolom""tentang aplikasi ini"" itu semuanya bahsa Inggris kalo tiktok Indonesia semuanya bahasa Indonesia.... Segitu aja saran dari sayaaa..."
Vivi Angline,1,2/4/2021 8:12,"Pliss memorinya lebih dikecilin lgi kasihan yg punya hp kentang pengen liat tiktok tp gk bisa karna terhalang memori, mau beli hp baru pun gk punya uang Tolong utk pihak developer utk ksih keringanan sedikit saja tentang memori tiktok yg memakan habis memori 360 mb😭"
KADEK ARDIASA,4,2/1/2021 9:57,min kenapa ya saya setiap bukak tik tok pasti itu mulu video nya knapa ya min padahal jaringan bagus hp bagus tempat bagus dan kenapa itu min ???
Erna Wati,5,1/28/2021 16:09,Keren lah... Bisa buat hiburan juga di kala lockdown
Fajar Anton Maryanto,5,1/28/2021 0:45,"gak bisa update aplikasi,gak bisa unggah video...komplit pokoknya mah"
Septi Tian,3,1/27/2021 5:00,Kak...kenapa ya..saldo ku tetep nol pdahal sudah nonton live video tiktok dgn durasi yg di tentukan
Bang Jen,5,1/26/2021 10:29,"Saya sangat puas dengan apk tik tok ini,dan saya akan menggunakan apk ini dengan baik agar saya bisa terhibur dengat apk ini.dan saya mempunyai teman di tik tok yang baik apk ini sangat membikin saya puas dengan hiburan-hiburan yang menarik"
Eca Febriyani,4,1/26/2021 4:19,Kekurangannya gak bisa simpan video😤
Daffa Alfarezy,5,1/25/2021 10:29,Aplikasi ini sangata tidak bagus !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!??!?!!????!!!!!!!!!!!!!!!!!!!!!!!!!!!!??!??!??!! Tapi boong aku suka aku beri bintang lima padahal belum buka aplikasinya 😊😀 makasih udah buat aplikasi tiktok ☺😊😀
HÊŁÌØ卄下,5,1/23/2021 5:36,Aplikasi nya Burikiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii Tapi Bong Aplikasi nya Mantap
Zea Azrina Mecca,3,1/22/2021 8:44,"Kenapa ya ko tiktok aku ga ada tulisan RP nya di pojok kiri atas, ada yg tau ga gimana caranya biar ada?"
Diadi 098,5,1/19/2021 0:40,"Aplikasinya cukup bagus,,cman krna z bkn penilai aplikasi atau lain sebagainya,,jadi aplikasi q kasih bintang lima ajh gitu...😊😊😊"
Gerson OL-C,5,1/18/2021 16:22,Aplikasi ini sangat bagus tapi kekurangan dari aplikasi ini adalah even tidak muncul di halaman saya dan saya harap developer bisa mengerti dan memperbaik nya
JUBEDA EDA,1,1/18/2021 4:16,Ini kayanya tik tok ada 2 Pdhl aku dh Download yg satunya Tapi kok yg ini kaga ke downloand Trus pas aku Download tiktok yg ini Kaga bisa di buka!
Grace Sinaga,5,1/16/2021 3:37,"Kenapa yaa akuu mau daftar akun terus waktu masukkin tanggal, bulan, tahun lahir muncul tulisan ""Maaf sepertinya Anda tidak memenuhi syarat untuk TikTok... Tetapi terimakasih sudah tertarik!"". Cara nya gimana yaa?"
Cihnta Alya Ode Kaimuddin,5,1/13/2021 19:35,Sangat menghibur menginspirasi mengingatkan pokoknya the best ❤🖤
Manuel Pereira,1,1/13/2021 5:48,aku kasi bintang lima dulu e kalo bagus aku kasi bintan lima janji betul betul betul betul 😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆 ga bisa buka niesal tiktok 😭😭😭😭😭 😡😡😡😡😡😡😡😡😡😠😠😠😠😠😠
Noob FF,1,1/12/2021 6:18,Loading lama saya mohon untuk memperbaiki tik tok biar gak lama loading
Aggie Heriawan,4,1/6/2021 15:39,"buat hiburan tp ko sayang punya gw gag ada koin nya yah udh di update baru juga, klo giliran temen2 gw pada ada haduh"
Roni iskandar,5,1/6/2021 8:58,Saya sangat menyukainya smoga kedepanya makin maju dan menjadi aplikasi no satu di dunia
Nabila Yan yan,5,1/5/2021 20:28,"Saya sangat seneng sama tiktok. Bisa muat mnghibur diri, bisa juga cari temen😊😊"
NGAWUR YT,3,1/4/2021 22:02,Gak bisa buka setelah di update
Laura Angelina,5,1/4/2021 3:54,Setelah apk ini aku update kok fitur koin nya ilang ya? Bisa tolong dibatu gimana
Durotun Nasihah,3,1/3/2021 9:36,Tiktok tolong perbaiki masa saya sudah update gak ada koin di sebelahnya
I komang Arnaya,5,1/3/2021 7:39,Aplikasinya keren..sedikit terhibur disituasi kayak gini...
Jesika Novita,3,12/31/2020 16:19,Sangat menghibur saya apa lgi ada BTS ditiktok dan updatenya selalu ulang mengulang malahan udh selesai eh malah ngulang lagi
30_KOMANG AYU MAHASARI,1,12/31/2020 11:09,apkny makin hari gk berguna error mulu pdahal kouta bnyak🐽
Ken Sensei,2,12/31/2020 4:10,Ganti foto tapi masih blank tolong di perbaiki.
Maha Barata,5,12/29/2020 21:06,Cukup menghibur ak suka.tapi koq q gk bisa gmana cara y live min ajarin donk😂
Zikra Nur Layali,5,12/27/2020 17:09,Keren aja gitu... Sekarang tiktok semakin bnyk ilmu ilmu pelajaran loh... Ayo download tik tok sekarang juga😊✌️
Farhatul Kholidah,5,12/27/2020 11:01,Assalamualaikum.... Dear tiktok.. Saya salut dengan tiktok sdh apk ny baguss di tambah lagi menemani ku di kala lock down terimakasih..
ARIL DIAZ,5,12/22/2020 10:02,Aplikasi ya asuuuuuuu tapi bong aplikasi ya sangat sangat bagus ❤️❤️🙏🙏
martins jaques,1,12/21/2020 7:53,hahahah aplikasi buruk saya udah downlod tapi saya tidak bisa nonton saya sudah dftar kan diri masih sajah enga bisa sagat disayangkan .... tolong di perbaiki...klo udah perbaiki saya kasi 5bintang
IHave13SubscriberNoVideos,5,12/18/2020 15:40,"Aplikasi yang sangat bagus,Terima Kasih Ibu Sudah Mendownload kan nya di hp ku,sekarang aku tau bagaimana cara joget joget gak jelas :)"
sabil putri fisma,5,12/17/2020 15:22,dear tiktok..saya sabil fifi..mengucapkn trimksih atas aplikasi ini...semoga bisa mndukung saya dlm mmbuat vidio...semoga juga bisa bermanfaat...mksih🙏🙏
Mumun Warani,1,12/15/2020 15:57,Ini aplikasi tik tok yang paling bagus tapi sayang nya akun tik tok aku telah ter henti
Umi Azizah,1,12/15/2020 12:39,Maaf aku kasih binta satu karena tidak ada nomor kode nya yang membuat nya segeralah di perbaiki
Bria Lurdes,5,12/15/2020 9:23,Keren dan meneinankan seru ya kalo lagi main tiktom
Widia Juni,3,12/14/2020 15:18,lumayan buat hiburan saat ga ada kerjaan
Sindy Nuraini,5,12/9/2020 15:32,App Tik tok. Sgt menghibur sy Di kala sudah slsai bekerja app kasinya bagus mudah n bisa mndptkan sahabat teman2 n. Keluarga Di manapun. Berada hampir sm dg fb. Yg paling mnojol. Bisa nyayi n sperti suara pe nyanyi. Aslinya n bisa me lawak. Juga ini tok pokok nya bagussss.
Ida Farida,3,12/2/2020 22:50,Knapa tiktok selalu terhenti dan keluar sendiri...??
putri zulaikha,5,12/2/2020 5:09,Lokasinya bagus tapi semuanya mau buka aplikasinya
Aldy RaQalele,5,12/1/2020 5:41,"Sya sangat terhibur kerika menonton tiktok Karena disitu ada video yang sangat menarik"""
Siti Aminah,1,11/28/2020 17:37,Fitur mempercantik ga berfungsi
Cepy Irawan,4,11/25/2020 9:03,Saya kasih bintang 4 app ini sebenarnya bagus tapi saya cuma kasih bintang 4 bukan bintang lima karena ga bisa slowmo yg potong potong gitu deh😌
David Bhecham,5,11/25/2020 6:24,"Apk bagus bisa dapet skin ml dari tik tok, pokoknya harus install untuk kaum gratisan"
Bhakti Andaru,4,11/25/2020 0:42,"Aplikasinya bagus, agak kurang dikit sih menurut saya, Baca! APLIKASINYA, bukan usernya awokawok"
Aulia Ravania,5,11/24/2020 18:51,"Saya mencoba ulang download aplikasi ini,Krn selalu susah dibuka"
Siti Nazhifatu Zahra,5,11/21/2020 10:30,"Kenal stardust dll nya , jangan nge lag mulu dong anjip"
Senja Wulandari,5,11/19/2020 9:36,"Aplikasi nya bagus , bisa cuci muka sama gabut bisa"
Fernando Ayub Nasadit,4,11/17/2020 9:06,"Alikasi TikTok nya bagus walapun kadang"" masi suka macet""/eror"" dikit tapi tetap mantap aja"
Sri Arum,3,11/16/2020 9:39,Kayanya lebih nyman tolong buat pengaturan scrool otomatis dan buat pilihan mau liat brpa kali agar tdak trlalu ribet
Pinco Pisan,4,11/15/2020 12:24,Tidak bisa menggunakan musik lokal
mic hael,3,11/14/2020 0:06,"Sekarang tiktok kok susah memposting yaa,,setiap aku mau post selalu gagal. Padahal udh instal ulang,,tapi tetap aja gitu. Sekarang tiktok makin aneh aja"
Sarinah Sarinah,5,11/13/2020 10:45,Saya sangat suka aplikasi ini saya bisa mendapatkan video yg bagus dan temen atau seleb tik tok tapi saya tidak pernah masuk fyp
Novarina Rizkyta Navy,5,11/13/2020 5:15,Assalammualaikum wr. wb.tik tok ini sangat menyenanangkan cuma itu saja wassalammualaikum wr.wb.
Nur hasanah,4,11/13/2020 4:53,Pokoknya tiktok itu aplikasi yg sangat bagus tpi aku kasih bintang 4 aj y 😊
Hsudh Hxusy,5,11/9/2020 20:42,Tik tok sangat bagus tpi knapa music durasi nya dikit..🤭🤭
Lutfi Avrillia,1,11/7/2020 2:28,Aplikasi ini nggak kayak dulu lagi saya masuk dengan akun facebooknya saya nggak bisa
Muhammad Veraz,1,11/5/2020 6:52,Apk nya ngajak ribut udh berkali kali donwlod kga bisa
Isma nur,4,11/5/2020 0:08,Pengalaman aq dengan tik tok sangat baik dan tidak ada yang jelek ternyata ada kembarannya lo aplikasi tik tok itu aq malah donlot yang salah tapi kali ini aq yakin yang ini aslinya yang bisa membahagiankanku thank youu tik tok
Irman Syah,4,11/2/2020 7:05,ini kenapa ya update terbaru malah jelek... padahal sama versi 17.8
irsyad Alfath,1,11/2/2020 5:17,"masih kurang bagus, karena kadang kadang aplikasi nya suka nge bug sendiri"
Anissa Maulina,1,10/31/2020 13:00,"Eror Mulu tiba² lagi ngedit keluar sendiri ,trus tiba² lgi bikin caption eror tolong diperbaiki"
Nadya Fernanda,5,10/30/2020 4:01,"Hello nama saya Nadya firnanda saya suka tik tok ini seru lo download aja kalau penasaran ya,,☺️🙂🙂💙💙💜"
Lucio Alco,4,10/27/2020 10:23,Aplikasi yang palin Populer di Seluru Dunia Aplikasi ini Mehibur kita di mana saga..... I Likes to Tiktok😘🇹🇱
Mariano DA costa,5,10/26/2020 9:05,Tik tok 💯 karena baik bermanfaat daan bisa menghibur kita saat kita lagi sedi❤️❤️❤️❤️
Suhaendi Hendi,5,10/24/2020 3:24,Aku tidak bisa berkata apa pun... karna aplikasi ini sangat bagus dan cocok untuk ku aku sangatt suka dan aku akan beri aplikasi ini 5 bintang jika ada bintang 6 aku akan kasih aplikasi ini bintang enam dan satu hal lagi.. bagi kamu yang baca ini kamu ga akan nyesel jika download aplikasi seru ini .. aku jamin 100% kamu ga akan nyesel.
EKA Zahafa,1,10/21/2020 4:38,Kok nggak bisa mendaftar ya? Padahal tanggal lahir nya udah bener tapi nggak valid terus
noveiro vivi,5,10/19/2020 12:09,Aku sangat suka dengan aplikasi Ini Karna Dia bisa memotifasi kan kita Karna kita pemalu kita anga malu lagi
نور همدان,5,10/16/2020 19:30,"Aplikasi ini emng baguss,,bisa jadi hiburan bagi kita yg ada di rantoan 😘💑"
vidio bagus,3,10/12/2020 3:41,Memang bagus tapi kok dilarang tiktokan ya sekarang vidio nya bisa di likee
Budhi Nugraha,5,10/11/2020 14:23,"WOY UNTUK 'Nova Nova S' YANG ADA DI RATING APP TIKTOK INI...DI TIK TOK GAK ADA MODE VIDEO BISA DI ZOOM OYYYY, LAGIAN MANA ADA VIDEO BISA DI ZOOM...LO KIRA GALERY APA!!!BOCAH SOTOY LU BACOT MIKIR NGAPA JADI ORANG JANGAN LANGSUNG MENGELUARKAN PENDAPAT APALAGI SAMPE NGEJELEKIN LAKU/GAK LAKU SESUATU APLIKASI YANG ADA DI PLAY STORE!!!!!!!!!!!!"
Fatma Wati,2,10/10/2020 14:36,Kok tiktok ku udah di download tapi kok engga bisa malah ulang lagi gimana ya
Maya Divano,5,10/9/2020 0:51,Aplikasinya sih bagus tpi sayang g bisa live di tiktok
Muhammad Fikri Story,5,10/6/2020 15:57,Lebih enak musical.ly dan cepat juga nambah pengikut nya
Aze Jose,1,10/4/2020 9:50,Suara nia kita denger Videonya tidak di putar atau tidak gerak mohon sama servernya berpaiking dong
عيني الزهرة Aini az zuhra,1,10/3/2020 8:10,Maaf masa aku mau download gak bisa padahal aku dah hapus semua geme ku padahal ram ku 4 gimana si tolong di benarkan lagi terima kasih wassalamu'alaikum
Nurhayati Jambak,5,10/2/2020 13:37,"Aplikasi yg asyik, seru buat hiburan. Mantul Mantap Betul....."
occha chandra,5,9/28/2020 19:21,Aku suka aplikasi ini.. Tp yang like dan penonton nya sedikit... Knp ya
Amin Muhammad,4,9/28/2020 10:55,"Mau tanya, gimana sih mau lihat video2 buatan indonesia kalau saya tinggal di luar indo.. yg muncul di beranda video2 orang asing mulu.."
Rifha aulia,2,9/19/2020 5:30,bagus sih tapi kok setiap bikin Vidio ngelag terus
Noviana DJ Oliveira,5,9/19/2020 2:18,Aplikasi bagus cocok untuk hiburan kalau lagi gak mood
nurul ulfah,1,9/17/2020 21:36,Apa cumn mimin doang yg bikin video tiktok gk prnah masuk beranda orng😠 mana gk ada like paling bnyak 10orng itu juga jrang😤
Fatku Sari,5,9/13/2020 4:48,"Admin tolong gimana ya supaya bisa download aplikasinya tik tok dan smua y tdk bisa alasan ya jaringan,menunggu jrngan wifi dll Makasih"
geby ahin,5,9/11/2020 7:49,Aku kasih 5 karnah aplikasi ini membuat saya senang kalau saya lagi sedih makasih ya
official Armansyah,1,9/10/2020 6:38,"Gila parah bgt tiktok sekarang, upload video dr mlm sampe pagi gak ada like, views n coment sama sekali parah bgt. Gak ngerti lagi sama algoritma tiktok."
ozho jabra,5,9/6/2020 6:06,Aplikasi ini sangat penting untuk menghibur dan menarik setiap waktu kesedihan
Deirzkma Deirzkma,1,9/6/2020 3:11,Saya sangat suka aplikasi ini tapi kenapa masih ada video yg seharus nya tidak boleh di tayang kan 😅😅😫😫soal nya kan di aplikasi ini masih ada anak kecil yg masih nonton aplikasi ini nanti bisa bisa jadi conto yg buruk
Tyje Perk,2,9/1/2020 11:21,Ada masalah apa ini. Sumpah aku binggung.. aku udah Upload Video 24 jam tapi gak ada yg Nonton. Gak ada yg Like yiaa...
Zenita Didina,5,8/30/2020 23:37,Hy aku kasi bintan lima karena aplikasih ini keren dan cukup menghibur.
Putri Bungsu,5,8/30/2020 14:10,Aplikasi yg sangat bagus bisa berkereativ sangat menghibur Love this app ❤❤❤❤😘😘😘
Ismail,3,8/22/2020 18:02,"agak sedikit terbatas untuk pengguna android, salah satu fitur yang hilang adalah tidak adanya mic pada fitur duet-nya"
Azrah Nita,5,8/22/2020 6:45,Samgat terhibur dengan menggunakan aplikasi ini tapi sayangnya tik tok sebelumnya aku terhapus jd sekarang harus download lagi mudah2an aku bisa menggunakan account lama
artika jember,3,8/17/2020 8:47,tik tok nya bagus yg dulu. face dulu bagus2 skrang jelek2
LulaLulut Vlog,1,8/14/2020 22:20,Antara aplikasi ini dan sampah..gak ada perbedaan.
Devi Qu,2,8/14/2020 6:11,"Saya suka aplikasih ini cukup menghibur,,tpi kenapa malah sekarang gak bisa nyari stiker apa yang kita mau🙄"
Haura Fadhilah,4,8/11/2020 11:43,"Saya kasih bintang 4. Tp ko kadang kadang scene video yang sudah saya rekam. Ilang lagi sedikit. Saran saya sih, Tiktok lebih diperbaiki lagi sound nya dan perekamannya. Saya sudah capek ketika membuat sebuah transisi, tp sound nya suka ilang sendiri. Tolong diperbaiki yaa🙏🙏"
Dewa Adidaya Riyadi,1,8/11/2020 8:32,Error knp nih katanya ada yg hack ya perbaiki dong
Půťť TikTok,2,8/8/2020 20:35,"Aku udah nyoba download berkali"" kok gk bisa"" yah Heran.."
Jade Lagarense,2,8/7/2020 3:52,Saya kasih bintang dua karna saya sudah coba dari awal tiktok nya nggak pernah bikin rusak..
Haudaali123123 Al6,5,8/4/2020 12:46,"ASSALAMU ALAIKUM. Kami Suka Dengan Aplikasi Ini,untuk yang Lebih Baik Dan Bermafaat."
Mira Qatarr,5,8/3/2020 16:00,Ko kalow buka tik.tok muter aja Ters apilikasi lain nya Harus di hapus semua bisa bagus seteqah nya.padahal aku suka baqt aplikasih in mskanya qasi bintaq.srklian
Dina Santi,1,7/27/2020 11:39,Knp efek di tiktok aku masih yg lama udh di upgrade bbrapa x masih saja versi lama 😭😭😭 please help me
Nani wasan,1,7/26/2020 12:14,Saya tidak bisa merkam lagu yang ada di tik tok saya tidak bisa levsing lagu lagui can't levsing songs
Sri Putri,3,7/24/2020 1:23,Knp ya sudah 2 bulan aplikasi ini sy download. Kok msih blm ada perbaru
Feolandina santos,5,7/23/2020 17:12,"Aku ga bisa upgrade tiktok... Cuman ada tulisan Instal doank, ga ada upgradenya"
Ikah Uae,5,7/23/2020 9:12,Sangat menyenang klo lgi bete ada hiburan sedikit😁😁
Orszulak Fannon,4,7/21/2020 7:50,"Saya tidak bisa download tik tok, Karena paket data saya habis, Ku kasih bintang 4 deh, semoga paket data saya di isi oleh play store"
FEBTI TITA INTERNATIONAL,1,7/21/2020 6:11,Asli nya sih Baik baik aja tapi kenapa saya tidak bisa mengirim pesan sedangakn yg lain bisa Untuk tiktok minta tolong di perbaiki
Zinha Pereira,3,7/21/2020 2:44,Saya. Baru 3 hari mengunnakan tiktok tpi knapa saya tidak bisa mengunduh stiker nx Tolong jelaskan Saya kasih bintang tiga dlu yahh maaf
Rini Tomboy,5,7/20/2020 7:51,Bisa mengekspresikan dn berkarya dgn cara kita sendiri. Klw menurut gue bagus kok
